Movie_Title	Release_Date	Nationality_First	Nationality	Production_Company	Distributor	Movie_Rate	Genre	Director	Actor
장례식의 멤버	2009-03-12	한국	한국	한국영화아카데미	씨제이엔터테인먼트(주)	12세이상관람가	드라마	백승빈	김별,이주승,박명신,홍성훈,조성욱,오지은,안선경,백금자,권오훈,서민수,고준태,유은숙,임민섭,임시은,박성준,이슬,서민경,김지완
그녀들의 방	2009-03-12	한국	한국	한국영화아카데미	씨제이엔터테인먼트(주)	15세이상관람가	드라마	고태정	정유미,예수정,김민정,허은경,김활란,신영재,신진희,임성빈,정철,김춘자,이나연,이승훈,김지나
제불찰씨 이야기	2009-03-12	한국	한국	한국영화아카데미		15세이상관람가	애니메이션,드라마,스릴러,미스터리	류지나,이혜영,김일현,곽인근,이은미	엄상현,조현정,정재진,이장원,선경희,김현지,김기원,김일현,김성철,최승훈,양정희,이은미
슬픔보다 더 슬픈 이야기	2009-03-11	한국	한국	(주)코어콘텐츠미디어	쇼박스㈜미디어플렉스	15세이상관람가	멜로/로맨스,드라마	원태연	권상우,이보영,이범수,김도연,손현수,김흥국,최종학,박정아,박정환,조은란,김민형,박호진,김경선,윤석원,박미애,박선영,정윤미,정종우,이승철,양혜원,이하진,이형민,신현탁
왓치맨	2009-03-05	미국	미국	파라마운트 픽쳐스,워너 브러더스 픽쳐스	씨제이엔터테인먼트(주)	청소년관람불가	액션,미스터리,판타지,SF	잭 스나이더	제프리 딘 모건,빌리 크루덥,재키 얼 헤일리
더 레슬러	2009-03-05	미국	미국		(주)넥스트엔터테인먼트월드(NEW)	청소년관람불가	드라마,액션	대런 아르노프스키	미키 루크,마리사 토메이,에반 레이첼 우드
킬러들의 도시	2009-03-05	영국	영국,미국		(주)시너지하우스 (시너지)	청소년관람불가	범죄,드라마,스릴러	마틴 맥도나	랄프 파인즈,콜린 파렐,브렌단 글리슨
라스트프로포즈	2009-03-05	홍콩	홍콩		롯데쇼핑㈜롯데엔터테인먼트	12세이상관람가	멜로/로맨스	유위강	유덕화,서기
프로스트 VS 닉슨	2009-03-05	미국	미국	이메이진엔터테인먼트	유니버설픽쳐스인터내셔널 코리아(유)	12세이상관람가	드라마	론 하워드	프랭크 란젤라,마이클 쉰
유어 프렌즈	2009-03-05	일본	일본		위드시네마	전체관람가	드라마,멜로/로맨스	히로키 류이치	이시바시 안나,키타우라 아유,요시타카 유리코,후쿠시 세이지
인터내셔널	2009-02-26	미국	미국	콜럼비아 픽쳐스 코포레이션	한국소니픽쳐스릴리징브에나비스타영화㈜	청소년관람불가	액션,스릴러,드라마	톰 튀크베어,톰 티크베르	클라이브 오웬,나오미 왓츠
언데드	2009-02-26	미국	미국		유니버설픽쳐스인터내셔널 코리아(유)	15세이상관람가	공포(호러),스릴러	데이빗 S. 고이어	오데뜨 유스트만,게리 올드만,메간 굿
구세주 2	2009-02-26	한국	한국	(주)씨와이필름	씨제이엔터테인먼트(주)	15세이상관람가	코미디	황승재	최성국,이영은,송창용,안혜정,최정은,김유선,정필주,박주운,김한솔,나현준,안주영,박혜진,조상기,한승훈,류주환,한채련,위준석,임애라,박성원,오성도,최원경,김진용,이진호
블레임 : 인류멸망 2011	2009-02-26	일본	일본	토호 컴퍼니	싸이더스 픽쳐스	12세이상관람가	SF,액션,스릴러	제제 다카히사	츠마부키 사토시,단 레이,이케와키 치즈루,사토 코이치,쿠니나카 료코
레이첼 결혼하다	2009-02-26	미국	미국		한국소니픽쳐스릴리징브에나비스타영화㈜	15세이상관람가	드라마,멜로/로맨스,가족	조나단 드미	앤 해서웨이,로즈마리 드윗,빌 어윈
나의 마음은 지지 않았다	2009-02-26	한국	한국	재일 위안부 재판을 지원하는 모임	㈜인디스토리,시네마달	12세이상관람가	다큐멘터리	안해룡	송신도
핸드폰	2009-02-19	한국	한국	(주)씨네토리,㈜한컴	에스케이텔레콤(주)	청소년관람불가	스릴러	김한민	엄태웅,박용우,박솔미,한혜영,조문희,박인정,김유석,이세나,김한민,노수정,변승민,이명선,유은정,최성순,김태곤,유지연,양승훈,이승준
문프린세스 : 문에이커의 비밀	2009-02-19	영국	영국,프랑스		(주)성원아이컴	전체관람가	어드벤처,판타지	가버 추보	다코타 블루 리차드,이안 그루퍼드,나타샤 맥켈혼,팀 커리
말리와 나	2009-02-19	미국	미국	폭스2000픽처스,뉴리전시 픽쳐스	이십세기폭스코리아(주)	12세이상관람가	드라마,코미디,멜로/로맨스,가족	데이빗 프랭클	오웬 윌슨,제니퍼 애니스턴
가필드-마법의 샘물	2009-02-19	미국	미국,한국		㈜케이디미디어	전체관람가	애니메이션,코미디,어드벤처,가족	마크 A.Z. 디페,한언덕	그렉 버거,프랭크 웰커,그렉 이글스
레볼루셔너리 로드	2009-02-19	미국	미국		씨제이엔터테인먼트(주)	청소년관람불가	드라마,멜로/로맨스	샘 멘데스	케이트 윈슬렛,레오나르도 디카프리오
사랑 후에 남겨진 것들	2009-02-19	독일	독일		(주)영화사 진진	청소년관람불가	드라마,멜로/로맨스	도리스 도리	엘마 웨퍼,한넬로레 엘스너
하이 스쿨 뮤지컬: 졸업반	2009-02-19	미국	미국	월트 디즈니 픽쳐스	한국소니픽쳐스릴리징브에나비스타영화㈜	전체관람가	코미디,드라마,멜로/로맨스,뮤지컬,가족	케니 오테가	잭 애프론,바네사 허진스
오이시맨	2009-02-19	한국	한국,일본	(주)스폰지이엔티	(주)스폰지이엔티	12세이상관람가	드라마	김정중	이민기,정유미,이케와키 치즈루,이세종,양정은
벤자민 버튼의 시간은 거꾸로 간다	2009-02-12	미국	미국	파라마운트 픽쳐스,워너 브러더스 픽쳐스	워너브러더스 (주)	12세이상관람가	드라마,판타지	데이빗 핀처	브래드 피트,케이트 블란쳇
작전	2009-02-12	한국	한국	(주)영화사비단길	쇼박스㈜미디어플렉스	15세이상관람가	범죄,드라마,스릴러	이호재	박용하,박희순,김민정,김무열,김준성,강대희,신지희,신창수,김현미,박재웅,김길동,권형준,이승기,이시연,이하림
그는 당신에게 반하지 않았다	2009-02-12	미국	미국	뉴라인 시네마	(주)넥스트엔터테인먼트월드(NEW)	15세이상관람가	멜로/로맨스,코미디	켄 콰피스	제니퍼 코넬리,드류 베리모어,벤 애플렉,지니퍼 굿윈,제니퍼 애니스턴,저스틴 롱
작은 영웅 데스페로	2009-02-12	미국	미국		유니버설픽쳐스인터내셔널 코리아(유)	전체관람가	애니메이션,어드벤처,판타지,코미디,가족	샘 펠,로버트 스티븐헤이겐	매튜 브로데릭,더스틴 호프만,엠마 왓슨,시고니 위버
다우트	2009-02-12	미국	미국		한국소니픽쳐스릴리징브에나비스타영화㈜	15세이상관람가	드라마,미스터리	존 패트릭 셰인리	필립 세이무어 호프먼,메릴 스트립
셔틀	2009-02-12	미국	미국		(주)케이앤엔터테인먼트	청소년관람불가	공포(호러),스릴러,범죄	에드워드 앤더슨	토니 큐란,카메론 굿맨,페이튼 리스트
마린보이	2009-02-05	한국	한국	리얼라이즈픽쳐스(주)	씨제이엔터테인먼트(주)	15세이상관람가	액션,스릴러,범죄	윤종석	김강우,조재현,박시연,강병철,김호성,신상열,홍의정,김준원,신창수,신현규,안재정,원동연,김성규,정광진,박상욱,김철준,이정범,이주현
세븐 파운즈	2009-02-05	미국	미국	콜럼비아 픽쳐스 코포레이션	한국소니픽쳐스릴리징브에나비스타영화㈜	15세이상관람가	드라마	가브리엘 무치노	윌 스미스,우디 해럴슨,로자리오 도슨
키친	2009-02-05	한국	한국	(주)수필름	실버스푼	15세이상관람가	멜로/로맨스	홍지영	김태우,신민아,주지훈,안혜경,김정현,민성욱
낮술	2009-02-05	한국	한국	스톤워크	(주)영화사 진진	15세이상관람가	코미디,드라마	노영석	송삼동,육상엽,탁성준,노영석,이란희,최경미,윤수안,이도희,김영수,양미숙
타이드랜드	2009-02-05	영국	영국,캐나다		(유)마스엔터테인먼트코리아	15세이상관람가	드라마,판타지,스릴러	테리 길리엄	조델 펄란드,자넷 맥티어,제프 브리지스
킹 오브 더 힐	2009-02-05	스페인	스페인		(주)유레카픽쳐스	청소년관람불가	스릴러,드라마	곤잘로 로페즈 갈레고	레오나르도 스바라글리아,마리아 발레르드
분노의 핑퐁	2009-02-05	미국	미국		(주)CM엔터테인먼트	15세이상관람가	액션,코미디,범죄	로버트 벤 가랜트	댄 포글러,크리스토퍼 월큰,조지 로페즈,매기 큐
잉크하트 : 어둠의 부활	2009-01-29	미국	미국	뉴라인 시네마	롯데쇼핑㈜롯데엔터테인먼트	전체관람가	어드벤처,판타지,가족	이언 소프트리	브렌든 프레이저,시에나 길로리,엘리자 베넷
알파독	2009-01-29	미국	미국		싸이더스 픽쳐스	청소년관람불가	드라마,범죄	닉 카사베츠	벤 포스터,저스틴 팀버레이크,에밀 허쉬,안톤 옐친
트랩	2009-01-29	미국	미국		아이비젼엔터테인먼트(주)	청소년관람불가	범죄,스릴러,액션	유위강	리차드 기어,클레어 데인즈
도쿄 마블 초콜릿	2009-01-29	일본	일본		(주)영화사구안	전체관람가	애니메이션,코미디,멜로/로맨스	시오타니 나오요시	미즈키 나나,이노우에 마리나,사쿠라이 타카히로
24 시티	2009-01-29	중국	중국	반다이비쥬얼컴패니	위드시네마	전체관람가	드라마	지아 장 커	조안 첸,여려평,자오 타오
레저베이션 로드	2009-01-29	미국	미국	포커스피쳐스	(주)영화사구안	12세이상관람가	드라마,스릴러	테리 조지	호아킨 피닉스,마크 러팔로,제니퍼 코넬리,엘르 패닝,호와킨 피닉스
적벽대전 2 : 최후의 결전	2009-01-22	중국	중국		쇼박스㈜미디어플렉스	15세이상관람가	액션,전쟁,드라마,사극	오우삼	금성무,양조위,조미,장풍의,장첸
작전명 발키리	2009-01-22	미국	미국,독일	유나이티드 아티스트	이십세기폭스코리아(주)	12세이상관람가	스릴러,드라마,전쟁	브라이언 싱어	톰 크루즈,빌 나이히,케네스 브래너
유감스러운 도시	2009-01-22	한국	한국	(주)주머니이엔티	씨제이엔터테인먼트(주)	15세이상관람가	코미디,액션,범죄	김동원	정준호,최경원,정웅인,정운택,김상중,노승범,김홍식,홍광석,김형운,박용기,박유현,이상민,나현주,김범석,배경남,김병용,김대희,정구영,장현범,이지인,유준석,윤승남,박상민,정경훈,이승우
체인질링	2009-01-22	미국	미국	이메이진엔터테인먼트	유니버설픽쳐스인터내셔널 코리아(유)	청소년관람불가	드라마,미스터리,범죄	클린트 이스트우드	안젤리나 졸리,존 말코비치,제프리 도노반
베드타임 스토리	2009-01-22	미국	미국		한국소니픽쳐스릴리징브에나비스타영화㈜	전체관람가	코미디,판타지,어드벤처,가족	아담 쉥크만	아담 샌들러,케리 러셀
워낭소리	2009-01-15	한국	한국	스튜디오느림보	㈜인디스토리	전체관람가	다큐멘터리	이충렬	최원균,이삼순,최종만,최종민,김민자
탑 블레이드 더 무비	2009-01-15	일본	일본		롯데쇼핑㈜롯데엔터테인먼트,SBS프로덕션	전체관람가	애니메이션	야스미 테츠오,카와세 토시후미	나가사와 나오,쿠마이 모토코
버터플라이	2009-01-15	프랑스	프랑스		프리비젼엔터테인먼트,퍼스트런피쳐	전체관람가	코미디,드라마	필립 뮬	미셸 세로,클레어 부아닉,나드 디유
롤라	2009-01-15	프랑스	프랑스,캐나다		㈜메가박스	12세이상관람가	드라마	나빌 아유쉬	로라 램지,카멘 레보스
티스	2009-01-15	미국	미국		(유)마스엔터테인먼트코리아	청소년관람불가	코미디,공포(호러)	밋첼 릭텐스타인	제스 웨이슬러,존 헨슬리,조쉬 파이스
마다가스카 2	2009-01-08	미국	미국	드림웍스 애니메이션	씨제이엔터테인먼트(주)	전체관람가	애니메이션,어드벤처,가족,액션	에릭 다넬,톰 맥그라스	데이빗 쉼머,크리스 록,제이다 핀켓 스미스,벤 스틸러
트랜스포터-라스트 미션	2009-01-08	프랑스	프랑스	TF1 필름 프로덕션	(주)시너지하우스 (시너지)	15세이상관람가	액션	올리베에 메가턴	제이슨 스타뎀,나탈리아 루다코바
디파이언스	2009-01-08	미국	미국		(주)엠플러스픽쳐스	15세이상관람가	드라마,전쟁	에드워드 즈윅	다니엘 크레이그,제이미 벨,리브 슈라이버
비카인드 리와인드	2009-01-08	미국	미국	뉴라인 시네마	싸이더스 픽쳐스	12세이상관람가	코미디,SF	미셸 공드리	잭 블랙,모스 데프
뮤턴트: 다크 에이지	2009-01-08	미국	미국		(주)넥스트엔터테인먼트월드(NEW)	청소년관람불가	액션,어드벤처,SF	사이먼 헌터	론 펄먼,토마스 제인
비발디	2009-01-08	프랑스	프랑스		미디어소프트	12세이상관람가	드라마	장 루이 길예르모	스테파노 디오니시,아네트 슈라이버
볼트	2008-12-31	미국	미국		한국소니픽쳐스릴리징브에나비스타영화㈜	전체관람가	애니메이션,코미디,어드벤처,가족	바이론 하워드,크리스 윌리엄스	존 트라볼타,마일리 사이러스,수지 에스먼
러브 인 클라우즈	2008-12-31	호주	호주		예지림엔터테인먼트	15세이상관람가	드라마	존 듀이건	샤를리즈 테론,페넬로페 크루즈
미안하다 독도야	2008-12-31	한국	한국	지오엔터테인먼트	메가픽쳐스제이씨(주)	전체관람가	다큐멘터리	최현묵	김성도,김장훈,이지승,서경덕,김환,이지승
쌍화점	2008-12-30	한국	한국	오퍼스픽쳐스	쇼박스㈜미디어플렉스	청소년관람불가	드라마	유하	조상민,조인성,주진모,송지효,송중기,심지호,조강현,김효주,박재연,김기방,김기석,홍종현,현우,박종수,박지민,백승호,한지원,서영주,유정연,박상민,정광민,김세정,김세희,김태수,정우진,박선영,최승희,정성일,이승구,김수지,이진아,이주훈,서영주,여욱환
리튼	2008-12-26	한국	한국	㈜인디스토리	㈜인디스토리	15세이상관람가	드라마	김병우	이진석,김보영,이상혁,김영환
지구가 멈추는 날	2008-12-24	미국	미국		이십세기폭스코리아(주)	12세이상관람가	SF,액션,스릴러	스콧 데릭슨	키아누 리브스,제니퍼 코넬리
