Movie_Title	Release_Date	Nationality_First	Nationality	Production_Company	Distributor	Movie_Rate	Genre	Director	Actor
별별 이야기 2-여섯 빛깔 무지개	2008-04-17	한국	한국	국가인권위원회	영화사청어람(주),㈜인디스토리	12세이상관람가	가족,애니메이션	안동희,홍덕표,이홍수,이홍민,권미정,정민영,박용제,권미정	홍윤희,최도영,정형근,정해연,김미경,최진희,최준혁,김율희,조은진,안민희,조하나,박해성,이홍수
색다른 동거	2008-04-17	한국	한국	㈜더드림앤드픽쳐스		청소년관람불가	멜로/로맨스,성인물(에로),코미디	김정우,손승진	김혁,정시아,채윤서,오상무,김도연,손승진,조상기,최준호,성웅,김동천,백선희,모종혁,김계중,최명진,박기용,임영수,임영진,김태곤,정수용,김정우,김진숙,김준희
전투의 매너	2008-04-17	한국	한국	㈜더드림앤드픽쳐스		청소년관람불가	멜로/로맨스,성인물(에로),코미디	장항준	서유정,강경준,공유석,손승진,강병원,최종하,김민권,박정운,백선희,모종혁,김태인,윤명식,김잔디,박세훈,최용재,오현암,김진숙,김연호
로미오와 줄리엣 결혼하다	2008-04-17	브라질	브라질		(주)액티버스엔터테인먼트	12세이상관람가	멜로/로맨스,코미디	브루노 바레토	루아나 피오바니,루이즈 구스타보
사랑의 추구와 발견	2008-04-17	독일	독일		(주)액티버스엔터테인먼트	15세이상관람가	드라마,코미디,판타지	헬무트 디틀	모리츠 블라이브트로이,알렉산드라 마리아 라라
애프터 웨딩	2008-04-17	덴마크	덴마크,스웨덴		(주)액티버스엔터테인먼트	15세이상관람가	드라마	수잔 비에르	시드 바벳 크누센,매드 미켈슨
들고양이	2008-04-17	독일	독일			12세이상관람가	코미디	에른스트 루비치	
시네프랑스-칼라스 포에버	2008-04-15	프랑스	프랑스			12세이상관람가	드라마		
마지막 밥상	2008-04-11	한국	한국	㈜기억속의매미	㈜기억속의매미,독립영화전용관 인디스페이스	18세관람가	드라마	노경태	홍석연,오흥기,황복순,김도연,백현주,황인무,유지혜
경축! 우리사랑	2008-04-10	한국	한국	㈜아이비픽쳐스	(주)스폰지이엔티,스폰지	15세이상관람가	드라마,코미디	오점균	김해숙,기주봉,김영민,김혜나,장경진,김용선,방은희,임용재,이준식
테이큰	2008-04-09	프랑스	프랑스		㈜스튜디오이쩜영	청소년관람불가	범죄,스릴러,액션	피에르 모렐	리암 니슨,매기 그레이스
버킷 리스트:죽기전에 꼭 하고싶은것들	2008-04-09	미국	미국		워너브러더스 (주)	12세이상관람가	코미디,드라마,어드벤처	롭 라이너	잭 니콜슨,모건 프리먼
연의 황후	2008-04-09	홍콩	홍콩		씨제이엔터테인먼트(주)	15세이상관람가	사극,드라마,액션,멜로/로맨스,판타지	정소동	진혜림,여명,견자단
나의 특별한 사랑이야기	2008-04-09	미국	미국		유니버설픽쳐스인터내셔널 코리아(유)	15세이상관람가	코미디,드라마,멜로/로맨스	아담 브룩스	라이언 레이놀즈,아일라 피셔,레이첼 웨이즈
내가 숨쉬는 공기	2008-04-09	미국	미국		롯데쇼핑㈜롯데엔터테인먼트	청소년관람불가	범죄,드라마,스릴러	지호 리	케빈 베이컨,브렌든 프레이저,앤디 가르시아,포레스트 휘테커
비투스	2008-04-09	스위스	스위스		이미지팩토리	전체관람가	드라마,판타지	프레디 M 뮤러	테오 게오르규
삼국지:용의 부활	2008-04-03	중국	중국,한국,홍콩	(주)태원엔터테인먼트	에스케이텔레콤(주)	15세이상관람가	사극,드라마,액션,전쟁	이인항	유덕화,매기 큐,적룡
GP 506	2008-04-03	한국	한국	(주)보코픽쳐스	쇼박스㈜미디어플렉스	청소년관람불가	공포(호러),미스터리,스릴러	공수창	천호진,조현재,이영훈,이정헌,김병철,강남미,성진욱,허문호,안호연,이태금,신진우,박창용,김기현,전정식,차봉주,이산복,박대성,김성범,박상언,오정우,이주환,민성욱
도레미파솔라시도	2008-04-03	한국	한국	(주)홍상자엔터테인먼트	(주)시네마서비스	12세이상관람가	드라마	강건향	장근석,정의철,차예련,임주환,김혜옥,박민지,박은규,이은,한태윤,박주상,이두훈,김광석,박래정,이효춘,오윤영,이근희
미운오리새끼와 랫소의 모험	2008-04-03	프랑스	프랑스,독일,덴마크		예지림엔터테인먼트	전체관람가	애니메이션,코미디,어드벤처	마이클 헤그너	저스틴 그렉,모건 C.존스
식코	2008-04-03	미국	미국		(주)스폰지이엔티	12세이상관람가	다큐멘터리	마이클 무어	마이클 무어
고야의 유령	2008-04-03	스페인	스페인		(주)부귀영화	15세이상관람가	드라마	밀로스 포만	하비에르 바르뎀,나탈리 포트만,스텔란 스카스가드
라 디스탄시아	2008-04-01	스페인	스페인		㈜세종커뮤니케이션스	청소년관람불가	스릴러	이나키 도론소로	미구엘 앙겔 실베스트르,호세 코로나도,페데리코 루피
슬리더	2008-03-29	미국	미국			청소년관람불가	미스터리	제임스 건	나단 필리온,엘리자베스 뱅크스
천막	2008-03-29	한국	한국	푸른영상	시네마달,푸른영상	12세이상관람가	다큐멘터리	김재영	김재영
어웨이크	2008-03-27	미국	미국		(주)프라임엔터테인먼트	15세이상관람가	스릴러,드라마	조비 해롤드	헤이든 크리스텐슨,제시카 알바
댄 인 러브	2008-03-27	미국	미국		씨제이엔터테인먼트(주)	12세이상관람가	코미디,드라마,멜로/로맨스	피터 헤지스	줄리엣 비노쉬,스티브 카렐
데스 디파잉:어느 마술사의 사랑	2008-03-27	영국	영국,호주		롯데쇼핑㈜롯데엔터테인먼트	15세이상관람가	드라마,멜로/로맨스,스릴러	질리안 암스트롱	캐서린 제타-존스,가이 피어스
어웨이 프롬 허	2008-03-27	캐나다	캐나다		(유)마스엔터테인먼트코리아	12세이상관람가	멜로/로맨스,드라마	사라 폴리	고든 핀센트,줄리 크리스티
그레이시 스토리	2008-03-27	미국	미국		㈜미로비젼	12세이상관람가	드라마,기타	데이비스 구겐하임	칼리 슈로더,엘리자베스 슈,더못 멀로니
미스언더스탠드	2008-03-27	미국	미국,독일,영국		프리비젼엔터테인먼트	15세이상관람가	코미디,드라마,멜로/로맨스	마이크 바인더	조안 알렌,케빈 코스트너
동거, 동락	2008-03-27	한국	한국	(주)알지엔터웍스	쇼박스㈜미디어플렉스	청소년관람불가	멜로/로맨스,드라마	김태희	김청,남현,조윤희,정승호,김동욱,김현주,최정우,한혜숙,최주현,최혜정,안성현,남성훈,이동필,지윤석,고요한,김보정,김도훈,천지민,이상,장하은,김선주,유영주,박미경,국병두,이성서,박선혜,오윤덕,이승택,여인원,김주리
어느날 그 길에서	2008-03-27	한국	한국	스튜디오두마	(주)영화사 진진	전체관람가	다큐멘터리	황윤	최천권,최동기,황윤,최태영
작별	2008-03-27	한국	한국	스튜디오두마	(주)영화사 진진	전체관람가	다큐멘터리	황윤	김혜진,김영준
나의 스캔들	2008-03-27	한국	한국	주식회사 루믹스미디어		15세이상관람가	멜로/로맨스,드라마	신정균	서린,이준,강신철,김화주,최은주,이준,박주은,임영삼
가학의 성	2008-03-27	일본	일본		(주)부귀영화	청소년관람불가	성인물(에로),드라마	이시이 다카시	키타지마 마이,나가시마 토시유키
꽃과 뱀2	2008-03-27	일본	일본		(주)부귀영화	청소년관람불가	성인물(에로),드라마	이시이 다카시	스기모토 아야,엔도 켄이치,시시도 조
숙명	2008-03-20	한국	한국	엠케이디케이	씨제이엔터테인먼트(주)	청소년관람불가	드라마,액션	김해곤	송승헌,권상우,김인권,박한별,임정희,박유택,최재환,노남석,이명호,정우,이승준
천일의 스캔들	2008-03-20	미국	미국		유니버설픽쳐스인터내셔널 코리아(유)	15세이상관람가	사극,멜로/로맨스	저스틴 채드윅	나탈리 포트만,스칼렛 요한슨,에릭 바나
워터호스	2008-03-20	미국	미국		한국소니픽쳐스릴리징브에나비스타영화㈜	전체관람가	어드벤처,가족,판타지	제이 러셀	에밀리 왓슨,벤 채플린
어메이징 그레이스	2008-03-20	미국	미국,영국		이십세기폭스코리아(주)	전체관람가	사극,드라마	마이클 앱티드	이안 그루퍼드,로몰라 가레이,마이클 갬본,베네딕트 컴버배치
브레이브 스토리	2008-03-20	일본	일본		예지림엔터테인먼트	전체관람가	애니메이션,어드벤처,SF	치기라 코이치	마츠 다카코,웬츠 에이지
내겐 너무 사랑스러운 그녀	2008-03-20	미국	미국		(주)누리픽쳐스,씨너스	15세관람가	코미디,드라마	크레이그 질레스피	패트리샤 클락슨,라이언 고슬링
인터뷰	2008-03-20	미국	미국		(주)이모션픽처스	15세이상관람가	드라마	스티브 부세미	시에나 밀러,스티브 부세미
달려라! 타마코	2008-03-20	일본	일본		(주)영화사 진진	전체관람가	코미디,드라마	신도 카제	야마다 마이코
나도 모르게	2008-03-20	한국	한국			12세이상관람가	드라마	유지태	조안,이대연
10,000 BC	2008-03-13	미국	미국		워너브러더스 (주)	15세이상관람가	어드벤처,드라마	롤랜드 에머리히	스티븐 스트레이트,카밀라 벨
스텝업 2 : 더 스트리트	2008-03-13	미국	미국		㈜스튜디오이쩜영	12세이상관람가	멜로/로맨스,드라마	존 추	선자 손,윌 켐프,브리아나 에비건,로버트 호프만
허밍	2008-03-13	한국	한국	㈜더드림앤드픽쳐스	롯데쇼핑㈜롯데엔터테인먼트	12세이상관람가	멜로/로맨스,드라마,판타지	박대영	이천희,한지혜,김수현,손은서,정재진,박충선,김명일,최혜진,조정환,김동섭,유혁종,임재영,최원규,우민호,김진훈,이현호,이형기
연을 쫓는 아이	2008-03-13	미국	미국		씨제이엔터테인먼트(주)	12세이상관람가	드라마,전쟁	마크 포스터	제케리아 에브라히미,아흐마드 칸 마흐미드제다
새드 베케이션	2008-03-13	일본	일본		(주)스폰지이엔티	15세이상관람가	드라마	아오야마 신지	아사노 타다노부,이시다 에리,오다기리 조
밴드 비지트 - 어느 악단의 조용한 방문	2008-03-13	이스라엘	이스라엘,미국,프랑스		에이케이엔터테인먼트(주)	12세이상관람가	코미디,드라마	에란 콜리린	새슨 가바이,로니트 엘카베츠,살레흐 바크리,칼리파 나투르
커튼 레이저	2008-03-13	프랑스	프랑스		(주)스폰지이엔티	15세이상관람가	드라마	프랑소와 오종	마티유 아말릭,루이스 가렐,바히나 지오칸테
당신은 나의 베스트셀러	2008-03-13	프랑스	프랑스		㈜세종커뮤니케이션스	15세이상관람가	코미디,멜로/로맨스	까뜨린느 꼬르시니	까랭 비야,에릭 카라바카
마츠가네 난사사건	2008-03-13	일본	일본		시네마밸리	청소년관람불가	코미디,드라마,범죄	야마시타 노부히로	안도 타마에,아라이 히로후미,미우라 토모카즈,키무라 유이치
흑야	2008-03-13	일본	일본,태국,홍콩		(주)부귀영화	15세이상관람가	공포(호러),스릴러	아키야마 다카히코,양백견,타니트 지트나쿤	곽품초,누챠 부츠리,황완령,유심유,카시와바라 타카시,세토 아사카
왕가위 스폐셜-중경삼림	2008-03-08	홍콩	홍콩			15세이상관람가	드라마		
왕가위 스폐셜-화양연화	2008-03-08	홍콩	홍콩,프랑스			15세관람가	드라마,멜로/로맨스	왕가위	양조위,장만옥
마이 뉴 파트너	2008-03-06	한국	한국	케이엠컬쳐㈜	(주)엠플러스픽쳐스	15세이상관람가	액션,코미디	김종현	안성기,조한선,김수남,박철민,정석용,조진웅,송선찬,신병훈,조성환,김유신,신재연,한준혁,박혜민,한준,정민영,정세영,김수일,오혜정,이찬수
27번의 결혼리허설	2008-03-06	미국	미국		이십세기폭스필름코퍼레이션	15세이상관람가	멜로/로맨스,코미디	앤 플레쳐	캐서린 헤이글,제임스 마스던,번 코엔
마이 블루베리 나이츠	2008-03-06	홍콩	홍콩,프랑스		쇼박스㈜미디어플렉스	12세이상관람가	멜로/로맨스	왕가위	주드 로,노라 존스
집결호	2008-03-06	중국	중국,한국,홍콩		(주)시네마서비스	12세이상관람가	액션,전쟁	펑샤오강	장한위
데어 윌 비 블러드	2008-03-06	미국	미국		한국소니픽쳐스릴리징브에나비스타영화㈜	15세이상관람가	스릴러,드라마	폴 토마스 앤더슨	폴 다노,다니엘 데이 루이스
잘나가는 그녀에게 왜 애인이 없을까	2008-03-06	미국	미국		㈜메가박스	15세이상관람가	코미디,멜로/로맨스	수 크레이머	헤더 그레이엄,톰 카바나
과거는 낯선 나라다	2008-03-06	한국	한국	김응수필름	KT&G 시네마 상상마당	12세이상관람가	다큐멘터리	김응수	조유식,김희제,김희경,김응수
라자레스쿠씨의 죽음	2008-03-06	루마니아	루마니아		(주)이모션픽처스	15세이상관람가	코미디,드라마	크리스티 푸이유	이온 피스쿠테누
탈주한 하사	2008-03-05	프랑스	프랑스			15세이상관람가	드라마		
시네프랑스-입술은 안돼요	2008-03-04	프랑스	프랑스			15세이상관람가	멜로/로맨스		
밴티지 포인트	2008-02-28	미국	미국		한국소니픽쳐스릴리징브에나비스타영화㈜	15세이상관람가	스릴러,드라마,액션	피트 트래비스	데니스 퀘이드,매튜 폭스,포레스트 휘테커,시고니 위버
바보	2008-02-28	한국	한국	(주)와이어투와이어필름	씨제이엔터테인먼트(주)	12세이상관람가	드라마	김정권	차태현,하지원,박희순,박그리나,신동수,유윤상
람보 4 : 라스트 블러드	2008-02-28	미국	미국,독일		(주)스튜디오이쩜영	청소년관람불가	액션,스릴러,전쟁	실베스터 스탤론	실베스터 스탤론,줄리 벤즈
사랑보다 황금	2008-02-28	미국	미국		워너브러더스 (주)	12세이상관람가	멜로/로맨스,어드벤처,코미디	앤디 테넌트	케이트 허드슨,매튜 매커너히
워	2008-02-28	미국	미국	라이온스 게이트 필름즈	롯데쇼핑㈜롯데엔터테인먼트	청소년관람불가	스릴러,액션	필립 G. 애트웰	제이슨 스타뎀,이연걸
쿵푸 덩크	2008-02-28	대만	대만		싸이더스 픽쳐스	15세이상관람가	코미디,액션	주연평	채탁연,주걸륜
밤과 낮	2008-02-28	한국	한국,프랑스	(주)영화사봄	(주)스폰지이엔티	청소년관람불가	드라마	홍상수	김영호,박은혜,황수정,기주봉,이상윤,최준호,김미혜,박지혜,김갑수,서민정,김인경,유주성,최상미,정승희,오정현,정지혜
4개월, 3주... 그리고 2일	2008-02-28	프랑스	프랑스		(주)유레카픽쳐스	청소년관람불가	드라마	크리스티앙 문주	안나마리아 마링카,로라 바실리우
터질거야	2008-02-28	덴마크	덴마크		(주)영화사 진진	15세이상관람가	코미디	토마스 빌룸 옌센	율리히 톰센,니꼴라이 리 카스
리벤지45	2008-02-28	미국	미국		(주)코랄픽쳐스	청소년관람불가	드라마	게리 레논	밀라 요보비치,앤거스 맥파디언
내부순환선	2008-02-22	한국	한국	그린 핀치 픽쳐스	㈜인디스토리	청소년관람불가	드라마,멜로/로맨스	조은희	배용근,양은용,김두연,신서린,김미정,조중환,한경탁,노준영,정유미,이춘화
데스노트 L: 새로운 시작	2008-02-21	일본	일본		(유)씨에이치엔터테인먼트	15세이상관람가	스릴러,판타지	나카타 히데오	쿠도 유키,마츠야마 켄이치
어톤먼트	2008-02-21	미국	미국		유니버설픽쳐스인터내셔널 코리아(유)	15세이상관람가	멜로/로맨스,드라마,전쟁	조 라이트	키이라 나이틀리,제임스 맥어보이
주노	2008-02-21	미국	미국,캐나다		㈜미로비젼	12세이상관람가	드라마,코미디	제이슨 라이트먼	엘렌 페이지,마이클 세라
노인을 위한 나라는 없다	2008-02-21	미국	미국	파라마운트 밴티지,미라맥스 필름즈	씨제이엔터테인먼트(주)	청소년관람불가	스릴러,드라마,범죄	조엘 코엔,에단 코엔	조쉬 브롤린,하비에르 바르뎀,토미 리 존스
3:10 투 유마	2008-02-21	미국	미국		(주)시네마서비스	15세이상관람가	범죄,서부극(웨스턴),액션	제임스 맨골드	러셀 크로우,크리스찬 베일
아주르와 아스마르	2008-02-21	프랑스	프랑스,벨기에,스페인,이탈리아		폴인씨네마	전체관람가	가족,어드벤처,애니메이션	미셸 오슬로	시릴 머레이
나비두더지	2008-02-21	한국	한국	㈜인디유니온	㈜인디스토리	15세이상관람가	드라마	서명수	판영진,박진국,허정인,김하람,문성준
보딩 게이트	2008-02-21	프랑스	프랑스		라인트리엔터테인먼트	청소년관람불가	스릴러,액션	올리비에 아사야스	아시아 아르젠토,마이클 매드슨
추격자	2008-02-14	한국	한국	(주)영화사비단길	쇼박스㈜미디어플렉스	청소년관람불가	범죄,스릴러,액션	나홍진	송요셉,김윤석,하정우,서영희,박효주,김유정,최정우,조세영,최지윤,김은성,최홍석,박지안,박진성,노현정,이민복,최문수,유원선,구태진,전진배,유지연,이철오
점퍼	2008-02-14	미국	미국		이십세기폭스필름코퍼레이션	15세이상관람가	SF,드라마,어드벤처	더그 라이만	레이첼 빌슨,헤이든 크리스텐슨,제이미 벨
스파이더위크가의 비밀	2008-02-14	미국	미국		씨제이엔터테인먼트(주)	전체관람가	어드벤처,판타지	마크 S. 워터스	프레디 하이모어,사라 볼거
대한이, 민국씨	2008-02-14	한국	한국	(주)퍼니필름	롯데쇼핑㈜롯데엔터테인먼트	15세이상관람가	코미디	최진원	최성국,송요셉,공형진,최정원,윤제문,탁트인,김홍엽,최현미,나유나,남대한,박태준,백송이,진명연,김관후,최기훈,유민희,오원식,정지희,김창성
오퍼나지 - 비밀의 계단	2008-02-14	스페인	스페인,멕시코		(주)프라임엔터테인먼트,(주)유레카픽쳐스	15세이상관람가	드라마,미스터리,스릴러	후안 안토니오 바요나	벨렌 루에다,로저 프린셉
잠수종과 나비	2008-02-14	미국	미국		(주)유레카픽쳐스	12세이상관람가	드라마	줄리앙 슈나벨	엠마누엘 자이그너,마티유 아말릭
어크로스 더 유니버스	2008-02-14	미국	미국		한국소니픽쳐스릴리징브에나비스타영화㈜	15세이상관람가	멜로/로맨스,드라마,뮤지컬	줄리 테이머	짐 스터게스,에반 레이첼 우드
화성아이, 지구아빠	2008-02-14	미국	미국	뉴라인 시네마	씨제이 씨지브이(CJ CGV)(주)	전체관람가	코미디,드라마	메노 메이제스	존 쿠삭,아만다 피트
매뉴얼 오브 러브	2008-02-14	이탈리아	이탈리아		프리비젼엔터테인먼트	청소년관람불가	멜로/로맨스,코미디	지오바니 베로네시	리카르도 스카마르치오,파비오 볼로,모니카 벨루치
아름답다	2008-02-14	한국	한국	(주)김기덕 필름,스폰지	(주)스폰지이엔티,스폰지	청소년관람불가	드라마	전재홍	차수연,김민수,최명수,남수진,한혜진,백형기,오진석,김영환
요코하마 메리	2008-02-07	일본	일본		(주)이모션픽처스	15세이상관람가	다큐멘터리	나카무라 다카유키	히데오 모리
찰리윌슨의 전쟁	2008-02-06	미국	미국		유니버설픽쳐스인터내셔널 코리아(유)	15세이상관람가	코미디,드라마	마이크 니콜스	줄리아 로버츠,필립 세이무어 호프먼,톰 행크스
빨간 풍선	2008-02-06	프랑스	프랑스		(주)스폰지이엔티	12세이상관람가	가족,드라마	허우 샤오시엔	송팡,줄리엣 비노쉬,시몽 이떼아뉘
6년째 연애중	2008-02-05	한국	한국	(주)피카소필름	(주)스튜디오210	15세이상관람가	멜로/로맨스,드라마	박현진	김하늘,윤계상,차현정,신성록,김혜옥,허자연,김란,이상엽,안병래,김나연,서동원,정동규,김용완,김지애
마지막 선물	2008-02-05	한국	한국	(주)태원엔터테인먼트	쇼박스㈜미디어플렉스	15세이상관람가	드라마	김영준	신현준,허준호,조수민,권오중,김현아,조원희,홍승현,신현아,김길한,윤영도,임성빈,최용석,전숙
크레이지	2008-02-05	캐나다	캐나다		위드시네마	15세이상관람가	코미디,드라마	장 마크 발레	다니엘 프룰,미셸 꼬떼,마크-앙드레 그롱당
원스어폰어타임	2008-01-31	한국	한국	윈엔터테인먼트	(유)씨에이치엔터테인먼트	12세이상관람가	액션,코미디	정용기	박용우,서민균,이보영,심호성,김수현,김응수,성동일,강규영,강동원,신성식,김은혜,박현주,김대규,박광민,최명식,유동훈,김인철,장인호,김송미,임원창,정세진,여운철
슈퍼맨이었던 사나이	2008-01-31	한국	한국	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	전체관람가	드라마,코미디	정윤철	홍희자,황정민,전지현,진지희,김태성,서영화,최우혁,조상현,김기석,이상엽,김한길,최현,김바다,박경순,유주영,양동혁,박병렬,임승혁,임임남,최아람,박수현
라듸오 데이즈	2008-01-31	한국	한국	싸이더스 픽쳐스	싸이더스 픽쳐스	12세이상관람가	코미디	하기호	류승범,이종혁,김사랑,김뢰하,최우석,황보라,손경호,조석현,홍의정,성기완,조우영,김남윤,이상혁,이남희
행복한 엠마 행복한 돼지 그리고 남자	2008-01-31	독일	독일		㈜세종커뮤니케이션스	청소년관람불가	멜로/로맨스,드라마,코미디,애니메이션	스벤 타딕켄	조디스 트라이벨,위르겐 포겔
브릭	2008-01-31	미국	미국		(주)영화사 진진	15세이상관람가	미스터리,드라마	리안 존슨	조셉 고든 레빗,노라 제헤트너
내 사랑 유리에	2008-01-31	한국	한국	예민한 감성의 공격적 딸기나무	(주)액티버스엔터테인먼트	청소년관람불가	드라마	고은기	강희,고다미,김준배,양영조,김다민,서현수,서현식,구혜령,이관형
더 게임	2008-01-30	한국	한국	(주)프라임엔터테인먼트		15세이상관람가	스릴러	윤인호	변희봉,손현주,신하균,이혜영,김혁,노승범,박유리,김효배,박유리,차승환,김석현,유영권,이용철
명장	2008-01-30	중국	중국		롯데쇼핑㈜롯데엔터테인먼트	청소년관람불가	액션,전쟁	진가신	이연걸,유덕화
대정전의 밤에	2008-01-29	일본	일본		(주)프리미어엔터테인먼트	전체관람가	드라마	미나모토 타카시	타구치 토모로오,토요카와 에츠시
클로버필드	2008-01-24	미국	미국		씨제이엔터테인먼트(주)	15세이상관람가	SF,스릴러,액션	맷 리브스	리지 캐플란,오데뜨 유스트만,마이클 스탈 데이비드
엘라의 모험 : 해피엔딩의 위기	2008-01-24	독일	독일,미국		쇼박스㈜미디어플렉스	전체관람가	애니메이션,코미디,가족	폴 J. 볼거	사라 미셀 겔러,프레디 프린즈 주니어,시고니 위버,정형돈,하동훈
에반게리온 : 서(序)	2008-01-24	일본	일본		(주)태원엔터테인먼트	12세이상관람가	애니메이션,SF	안노 히데아키,츠루마키 카즈야,마샤유키	미츠이시 코토노,하야시바라 메구미,야마구치 유리코
굿나잇	2008-01-24	미국	미국		시네마밸리	15세이상관람가	코미디,판타지,멜로/로맨스	제이크 팰트로	기네스 팰트로우,페넬로페 크루즈,마틴 프리먼
엔젤	2008-01-24	벨기에	벨기에,영국,프랑스		(주)스폰지이엔티	15세이상관람가	드라마	프랑소와 오종	로몰라 가레이
호기심이 고양이를 죽인다	2008-01-24	중국	중국		프리비젼엔터테인먼트	청소년관람불가	스릴러,드라마,미스터리	장 이바이	린 유안,호군,유가령,송지아
드라마/맥스	2008-01-24	멕시코	멕시코		미디어소프트	청소년관람불가	드라마	제라도 나란조	에밀리오 발데즈,다이애나 가르시아
스위니 토드 : 어느 잔혹한 이발사 이야기	2008-01-17	미국	미국		워너브러더스 (주)	청소년관람불가	뮤지컬,범죄,스릴러	팀 버튼	조니 뎁,헬레나 본햄 카터
뜨거운 것이 좋아	2008-01-17	한국	한국	(주)시네마서비스	(주)시네마서비스	15세이상관람가	드라마	권칠인	이미숙,김민희,안소희,김성수,김준성,송지혜,조영수,한혜진,함현주,김경형,이혜연,김선호,이훈희,정인화
에이리언 VS 프레데터2	2008-01-17	미국	미국		이십세기폭스필름코퍼레이션	15세이상관람가	SF,액션,어드벤처	콜린 스트라우스,그레그 스트라우스	스티븐 파스퀄,레이코 아일리스워스
어린 왕자	2008-01-17	한국	한국	(주)앤알커뮤니케이션,(주)피플앤픽쳐스	롯데쇼핑㈜롯데엔터테인먼트	12세이상관람가	드라마	최종현	탁재훈,강수한,조안,박원상,최재민,김희석,김은선,임찬익,조창식,변희철,김근아,윤유순,정윤석,이세형,박성현,최윤례,오석철,이인선,이종미,김지성
퍼	2008-01-17	미국	미국		㈜미로비젼	청소년관람불가	드라마	스티븐 세인버그	니콜 키드먼,로버트 다우니 주니어
굿 럭 척	2008-01-17	미국	미국	카쯔 엔터테인먼트	한국소니픽쳐스릴리징브에나비스타영화㈜	청소년관람불가	멜로/로맨스,코미디	마크 헬프리치	제시카 알바,데인 쿡
비트 더 드럼	2008-01-17	미국	미국		(주)유레카픽쳐스	12세이상관람가	드라마	데이빗 힉슨	마리 트왈라,주니어 싱고,오웬 세자크
아스라이	2008-01-11	한국	한국	싸이더스 픽쳐스,동국대학교	㈜인디스토리	12세이상관람가	드라마	김삼력	김신록,김상석,심재원,최태규,강미애,서보익,안철호,이미라,정환욱,신명훈,박재규,홍준원,김현용,박종석,김민용,최홍석,박초희,남태우,이규빈,김나영,한진희,이미라,김삼력,정희구,이지형,이상직,유지영,임경식,임준,최선홍,전우현,최순진,이소현,오정우,김지웅,이형섭,이혜민,이종백
우리 생애 최고의 순간	2008-01-10	한국	한국	(주)엠케이픽처스	싸이더스 픽쳐스	전체관람가	드라마	임순례	문소리,김미소,김정은,엄태웅,김지영,조은지,손은선,김효선,김혜진,김미나,박현진,배태종,백배정,강선희,강성규,강재원,서승현,김경화,이상미,양동명,임길섭,이설화,오아름,이수정,정인화,김정심,최은영,이대진,양동명
무방비도시	2008-01-10	한국	한국	쌈지아이비젼영상사업단	씨제이엔터테인먼트(주)	15세이상관람가	범죄,액션	이상기	김원진,김명민,손예진,김해숙,김준배,김정태,홍의정,신창수,박종희,심민섭,박찬형,황혜영,최동현,이상하,유재영,박병렬,장지용,윤유선,오정미,김철준,이규환,김영덕,김영두,이창영
미스트	2008-01-10	미국	미국		영화사청어람(주),(주)엠엔에프씨	15세이상관람가	SF,공포(호러),드라마	프랭크 다라본트	로리 홀든,토마스 제인,안드레 브라우퍼,마샤 가이 하든
마법에 걸린 사랑	2008-01-10	미국	미국		한국소니픽쳐스릴리징브에나비스타영화㈜	전체관람가	멜로/로맨스,드라마,코미디	케빈 리마	에이미 애덤스,패트릭 뎀시,줄리 앤드류스
말할 수 없는 비밀	2008-01-10	대만	대만,홍콩		(주)스폰지이엔티	12세이상관람가	멜로/로맨스,드라마	주걸륜	주걸륜,계륜미,황추생,증개현
써티 데이즈 오브 나이트	2008-01-10	미국	미국		㈜케이디미디어	청소년관람불가	공포(호러),스릴러	데이빗 슬레이드	조쉬 하트넷,멜리사 조지
더 재킷	2008-01-10	미국	미국,영국		롯데쇼핑㈜롯데엔터테인먼트	15세이상관람가	스릴러,판타지	존 메이버리	키이라 나이틀리,에드리언 브로디,애드리언 브로디
붕대클럽	2008-01-10	일본	일본		프리비젼엔터테인먼트	15세이상관람가	드라마,코미디	츠츠미 유키히코	야기라 유야,이시하라 사토미
테이크 더 리드	2008-01-10	미국	미국		㈜미로비젼	12세이상관람가	드라마	리즈 프리들랜더	안토니오 반데라스,롭 브라운
그것에 관하여	2008-01-10	미국	미국		(주)코랄픽쳐스	청소년관람불가	다큐멘터리	스티브 앤더슨	팻 분,스티븐 바코
꿀벌대소동	2008-01-03	미국	미국		씨제이엔터테인먼트(주)	전체관람가	가족,애니메이션,어드벤처,코미디	스티브 히크너,사이몬 J.스미스	제리 사인펠드,르네 젤위거
P.S. 아이 러브 유	2008-01-03	미국	미국		쇼박스㈜미디어플렉스	15세이상관람가	멜로/로맨스,드라마	리차드 라그라브네스	힐러리 스웽크,제라드 버틀러
MR. 후아유	2008-01-03	미국	미국		필름메신저	15세이상관람가	코미디,드라마	프랭크 오즈	매튜 맥퍼딘,루퍼트 그레이브즈
그르바비차	2008-01-03	보스니아	보스니아		위드시네마	15세이상관람가	드라마,전쟁	야스밀라 즈바니치	미르자나 카라노비크,루나 미조빅
그때 거기 있었습니까?	2008-01-03	루마니아	루마니아		(주)이모션픽처스	12세이상관람가	드라마,코미디	코르넬리우 포룸보이우	마리시아 안드레스쿠
