Movie_Title	Release_Date	Revenue	Spectator_Number	Screen_Number	Play_Number	Nationality	All_Nationality	Distributor
아유레디?	2013-09-26	87050500	12767	21	846	한국	한국	(주)나이너스엔터테인먼트
아이 노우 유 노우	2010-05-04	1971000	308	1	37	영국	영국	(주)씨타마운틴픽쳐스
아이 엠 넘버 포	2011-02-24	4955215500	654386	284	22145	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
아이 엠 러브	2011-01-20	272162000	34365	15	1141	이탈리아	이탈리아	(주)영화사 조제
아이 엠 러브	2011-01-20	4957500	640	1	23	이탈리아	이탈리아	(주)영화사 조제
아이 엠 러브	2011-01-20	1994000	363	1	5	이탈리아	이탈리아	(주)영화사 조제
아이 오브 더 스톰	2013-06-15	28069000	4101	8	210	호주	호주	아이제이미디어(주)
아이, 로봇	2004-07-30	7097789000	1108063	117	12827	미국	미국	이십세기폭스필름코퍼레이션
아이,애나	2013-06-06	13879000	1878	13	219	영국	영국,독일,프랑스	찬란
아이다	2012-12-22	67579000	2616	3	68	독일	독일	(주)케빈앤컴퍼니
아이다	2012-12-22	16714500	599	2	10	독일	독일	(주)케빈앤컴퍼니
아이다	2013-08-03	38130500	1540	2	50	미국	미국	(주)인스터피씨엠
아이다	2013-08-03	10377000	758	1	22	미국	미국	(주)인스터피씨엠
아이들...	2011-02-17	13579712500	1867849	504	41515	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
아이디: 에이	2012-11-22	5193000	1293	7	61	덴마크	덴마크	(주)마인스 엔터테인먼트
아이스 에이지 2	2006-04-20	1564015900	250536	162	9024	미국	미국	이십세기폭스코리아(주)
아이스 에이지 3: 공룡시대	2009-08-12	6110616000	865658	367	22461	미국	미국	이십세기폭스필름코퍼레이션
아이스 에이지 4: 대륙 이동설	2012-07-25	12291969704	1648110	501	26899	미국	미국	이십세기폭스코리아(주)
아이스맨	2014-03-27	10518000	10910	20	83	미국	미국	스크린조이
아이스케키	2006-08-24	2246093000	392808	189	13162	한국	한국	(주)엠케이픽처스
아이언 스카이	2012-10-25	60738500	8308	48	788	핀란드	핀란드	(주)팝파트너스
아이언맨	2008-04-30	27798047000	4290816	592	77942	미국	미국	씨제이엔터테인먼트(주)
아이언맨	2008-04-30	82275500	9471	5	315	미국	미국	씨제이엔터테인먼트(주)
아이언맨 2	2010-04-29	32635195500	4425003	921	87665	미국	미국	씨제이엔터테인먼트(주)
아이언맨 3	2013-04-25	70806191000	9001309	1389	163569	미국	미국	소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
아일랜드	2005-07-21	20363994500	3218811	340	35990	미국	미국	워너브러더스 (주)
아임 낫 데어	2008-05-29	175924500	25616	9	1063	미국	미국,독일	(주)스폰지이엔티
아임 낫 스케어드	2004-08-06	12147500	1842	1	52	스페인	스페인	(주)씨네진
아저씨	2010-08-04	47101332000	6178248	501	109853	한국	한국	씨제이엔터테인먼트(주)
아주 특별한 손님	2006-11-30	11808500	1783	6	231	한국	한국	스폰지
아주르와 아스마르	2008-02-21	56605000	9898	14	479	프랑스	프랑스,벨기에,스페인,이탈리아	폴인씨네마
아치와 씨팍	2006-06-28	640343800	100088	121	5898	한국	한국	㈜스튜디오이쩜영
아틀란틱 머신	2014-10-07	4436000	998	20	33	미국	미국	스크린조이
아티스트	2012-02-16	921160600	120352	108	5169	미국	미국,프랑스	(주)영화사 진진
아티스트 봉만대	2013-08-29	93817000	14188	131	1795	한국	한국	씨너스엔터테인먼트(주)
아파트	2006-07-06	3460497800	540539	204	17115	한국	한국	쇼박스㈜미디어플렉스
아포칼립스 2014	2014-09-03	4761000	1011	21	31	미국	미국	(주)케이알씨지
아포칼립토	2007-01-31	1626792700	260354	155	8861	미국	미국	이십세기폭스필름코퍼레이션
아프리카 마법여행	2011-01-20	425166500	46031	150	2415	스페인	스페인	롯데쇼핑㈜롯데엔터테인먼트
아프리카의 눈물	2011-03-24	27500000	3824	36	797	한국	한국	(주)씨타마운틴픽쳐스
아홉살 인생	2004-03-26	527412000	85312	27	2492	한국	한국	(주)시네마서비스
악마가 너의 죽음을 알기전에	2009-05-14	40901000	5524	2	135	미국	미국	(주)아펙스 엔터테인먼트
악마는 프라다를 입는다	2006-10-25	8286577600	1366933	209	31230	미국	미국	이십세기폭스코리아(주)
악마를 보았다	2010-08-12	13919416500	1817063	490	42721	한국	한국	쇼박스㈜미디어플렉스
악의교전	2013-08-29	11340500	1592	21	231	일본	일본	(주)팝엔터테인먼트
악인	2011-06-09	27695000	3725	26	469	일본	일본	(주)씨타마운틴픽쳐스
악인은 너무 많다	2011-12-15	6343500	789	7	131	한국	한국	어뮤즈
악질경찰	2011-11-10	14364500	1977	25	316	미국	미국	팝엔터테인먼트
안경	2007-11-29	39915000	5644	6	257	일본	일본	스폰지
안경	2007-11-29	24228500	3627	4	166	일본	일본	스폰지
안경	2007-11-29	6053000	1032	2	48	일본	일본	스폰지
안나 볼레나	2013-02-28	20899500	851	2	50	독일	독일	(주)케빈앤컴퍼니
안나 카레니나	2013-03-21	989299500	144326	248	7652	미국	미국	유니버설픽쳐스인터내셔널 코리아(유)
안나 카레니나	2013-03-21	1494000	624	1	20	미국	미국	유니버설픽쳐스인터내셔널 코리아(유)
안나볼레나	2012-02-01	11929000	420	2	12	미국	미국	(주)인스터피씨엠
안나와 알렉스 : 두자매 이야기	2009-04-09	317478500	47336	99	4861	미국	미국	씨제이엔터테인먼트(주)
안녕! 유에프오	2004-01-30	250534000	40361	17	864	한국	한국	(주)튜브엔터테인먼트
안녕, 사요나라	2005-11-25	4202000	675	4	73	한국	한국,일본	아트플러스시네마네트워크,(사)한국독립영화협회
안녕, 쿠로	2007-08-15	6722000	1041	2	156	일본	일본	㈜씨네콰논코리아
안녕, 하세요!	2012-05-24	31735500	5097	18	500	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
안녕, 헤이즐	2014-08-13	5833905000	749146	326	17946	미국	미국	이십세기폭스코리아(주)
안녕, 형아	2005-05-27	5614875500	924019	158	24235	한국	한국	(주)시네마서비스
안녕? 허대짜수짜님!	2008-08-22	2782000	519	2	74	한국	한국	그리고필름앤드라마
안녕?! 오케스트라	2013-11-28	88222000	14065	49	925	한국	한국	(주)영화사 진진
안녕?! 오케스트라	2013-11-28	4058500	700	8	43	한국	한국	(주)영화사 진진
안드레아 보첼리: 러브 인 포르토피노	2013-05-08	8449000	1036	14	39	영국	영국	씨제이 씨지브이(CJ CGV)(주)
안드레아 세니에	2013-01-19	30999000	1184	2	46	독일	독일	(주)케빈앤컴퍼니
안드레아 세니에	2013-01-19	4972000	372	1	23	독일	독일	(주)케빈앤컴퍼니
안소니 짐머	2006-05-11	172876400	27323	57	2300	프랑스	프랑스	씨제이엔터테인먼트(주)
안티크라이스트	2011-04-14	27500000	3570	17	507	덴마크	덴마크	(주)씨타마운틴픽쳐스
안티크라이스트	2011-04-14	2586000	345	2	6	덴마크	덴마크	(주)씨타마운틴픽쳐스
알게 될거야	2004-02-13	1964000	451	1	11	프랑스	프랑스	(주)스폰지이엔티
알라마르	2011-05-19	8411000	1131	4	156	멕시코	멕시코	(주)영화사 진진
알래스카	2007-07-19	26725500	3865	1	105	독일	독일	㈜영화사 백두대간
알렉산더	2004-12-31	6856981789	1070986	213	14124	미국	미국	(주)시네마서비스
알렉산더	2004-12-31	1495476000	239615	182	1651	미국	미국	(주)시네마서비스
알렉산더 : 절대 영웅의 탄생	2013-09-17	3096000	1548	1	8	러시아	러시아	(주)소나무픽쳐스
알렉스 크로스	2013-03-14	164165000	22978	162	3168	미국	미국	(주)인벤트스톤
알리바이	2006-01-12	89590000	14327	40	922	미국	미국	미디어라인코리아
알이씨(Rec)	2008-07-10	524571500	77533	97	4461	스페인	스페인	유니버설픽쳐스인터내셔널 코리아(유)
알제리 전투	2009-10-15	9316000	1771	1	90	이탈리아	이탈리아,기타	실버스푼
알파 앤 오메가	2011-02-24	1685788500	222953	230	6172	미국	미국,인도	(주)넥스트엔터테인먼트월드(NEW)
알파: 바르셀로나 마피아	2014-02-20	3430000	770	5	42	스페인	스페인	예지림엔터테인먼트
알파독	2009-01-29	655466000	100596	162	5303	미국	미국	싸이더스 픽쳐스
알포인트	2004-08-20	6792339000	1068087	100	15833	한국	한국	(주)시네마서비스
암전 2	2014-02-27	1410000	872	5	23	홍콩	홍콩	스크린조이
압록강은 흐른다	2009-06-04	3360500	797	1	22	한국	한국	주식회사 루믹스미디어
앙드레 마티유	2011-01-13	31490000	4102	18	400	캐나다	캐나다	(주)씨타마운틴픽쳐스
앙코르	2006-03-09	1191720100	186143	108	6258	미국	미국	이십세기폭스코리아(주)
애나벨	2014-10-02	6096703643	794341	464	22107	미국	미국	워너브러더스 (주)
애니 레보비츠: 렌즈를 통해 들여다본 삶	2009-06-11	43580500	6355	4	460	미국	미국	(주)스폰지이엔티
애니 프란체스카	2006-11-23	3316000	877	1	59	한국	한국	
애니멀 타운	2011-03-10	10122000	1379	12	377	한국	한국	퍼즐엔터테인먼트
애니충격전	2007-04-30	3205000	858	1	35	한국	한국	
애인	2005-12-08	625824000	98639	114	5289	한국	한국	쇼박스㈜미디어플렉스
애자	2009-09-09	13633710500	1901694	376	65490	한국	한국	(주)시너지하우스 (시너지)
애정결핍이 두 남자에게 미치는 영향	2006-11-16	2928135400	499612	247	18626	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
애정만세	2011-06-09	29065400	3854	13	454	한국	한국	KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
애즈 갓 커맨즈	2010-04-01	13475500	1889	10	351	이탈리아	이탈리아	프리비젼엔터테인먼트
애프터 라이프	2010-09-02	884161500	120463	186	9147	미국	미국	(주)시너지하우스 (시너지)
애프터 러브	2010-01-21	140789000	17943	13	727	이탈리아	이탈리아	라인트리엔터테인먼트
애프터 루시아	2013-09-26	14723500	2018	8	166	멕시코	멕시코,프랑스	(주)팝엔터테인먼트
애프터 미드나잇	2007-08-23	56066500	8050	1	117	이탈리아	이탈리아	㈜인디스토리
애프터 미드나잇	2007-08-23	1910000	345	1	29	이탈리아	이탈리아	㈜인디스토리
애프터 선셋	2005-08-25	1686015000	270895	115	8702	미국	미국	롯데쇼핑㈜롯데엔터테인먼트
애프터 어스	2013-05-30	3831856167	537920	484	19867	미국	미국	소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
애플시드	2007-11-22	2706000	489	1	68	일본	일본	㈜스튜디오이쩜영
액스 취업에 관한 위험한 안내서	2006-08-10	5425000	804	4	117	벨기에	벨기에,프랑스,스페인	(주)액티버스엔터테인먼트
액트 오브 밸러: 최정예 특수부대	2012-02-29	1036484500	139541	223	8237	미국	미국	씨너스엔터테인먼트(주)
앤드 오브 워	2013-11-07	8360000	5030	5	38	아일랜드	아일랜드,벨기에	스크린조이
앤젤스 셰어: 천사를 위한 위스키	2013-05-16	135331671	17257	23	796	영국	영국,프랑스	(주)티캐스트
앤트 불리	2006-09-28	1450969500	230712	95	5773	미국	미국	워너브러더스 (주)
앨빈과 슈퍼밴드	2007-12-19	3016905000	496085	215	10097	미국	미국	이십세기폭스필름코퍼레이션
앨빈과 슈퍼밴드	2007-12-19	679106000	112497	157	3722	미국	미국	이십세기폭스필름코퍼레이션
앨빈과 슈퍼밴드2	2009-12-30	3411479000	511322	244	14053	미국	미국	이십세기폭스코리아(주)
앨빈과 슈퍼밴드2	2009-12-30	701678000	105763	228	2021	미국	미국	이십세기폭스코리아(주)
앨빈과 슈퍼밴드3	2011-12-15	3279645000	496560	327	9584	미국	미국	이십세기폭스코리아(주)
앨빈과 슈퍼밴드3	2011-12-15	485263000	73590	169	2146	미국	미국	이십세기폭스코리아(주)
앵두야, 연애하자	2013-06-06	21830700	3154	11	378	한국	한국	(주)씨타마운틴픽쳐스
야간비행	2014-08-28	71403100	8981	45	853	한국	한국	(주)엣나인필름
야곱 신부의 편지	2012-05-10	80649000	11630	33	869	핀란드	핀란드	뉴원시네마
야관문: 욕망의 꽃	2013-11-07	42470500	6085	90	1087	한국	한국	(주)씨타마운틴픽쳐스
야누스: 욕망의 두 얼굴	2014-08-14	20193000	4122	20	85	한국	한국	(주)미디어데이
야수	2006-01-12	5339725500	837011	299	19254	한국	한국	쇼박스㈜미디어플렉스
야수와 미녀	2005-10-27	8378297000	1339833	202	29101	한국	한국	쇼박스㈜미디어플렉스
야스쿠니	2009-08-06	7098500	1128	7	172	중국	중국,한국,일본	실버스푼
야연	2006-09-21	2365238200	377110	187	11656	중국	중국	롯데쇼핑㈜롯데엔터테인먼트
약속해줘!	2009-08-13	11539000	1737	3	238	프랑스	프랑스	(주)스폰지이엔티
약수터 부르스	2009-11-26	2103000	302	3	58	한국	한국	롯데쇼핑㈜롯데시네마
약지의 표본	2007-08-23	3179500	451	2	89	프랑스	프랑스,독일,영국	프리비젼엔터테인먼트
약탈자들	2009-06-18	7186000	1059	4	158	한국	한국	(주)영화사구안
양 한 마리, 양 두 마리	2011-12-01	4614500	615	5	79	한국	한국	씨네굿
양과자점 코안도르	2011-07-28	135988900	17322	11	577	일본	일본	(주)영화사 조제
양자탄비	2012-03-22	10231000	1454	29	333	중국	중국	(주)엠레콘
어거스트 러쉬	2007-11-29	12390878000	1935790	271	34247	미국	미국	씨제이엔터테인먼트(주)
어거스트 러쉬	2007-11-29	1787776500	271678	126	6631	미국	미국	씨제이엔터테인먼트(주)
어거스트: 가족의 초상	2014-04-03	542682500	71795	249	5202	미국	미국	주식회사 우리네트웍스
어글리 트루스	2009-09-17	2433433000	316076	187	14264	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
어깨 너머의 연인	2007-10-18	1974664500	295394	213	17394	한국	한국	쇼박스㈜미디어플렉스
어깨동무	2004-03-12	753985500	119884	26	3015	한국	한국	씨제이엔터테인먼트(주)
어네스트와 셀레스틴	2014-02-20	332601100	49411	202	2889	프랑스	프랑스	씨너스엔터테인먼트(주)
어느 날, 사랑이 걸어왔다	2012-12-13	18497000	2449	10	145	프랑스	프랑스,그리스	싸이더스 픽쳐스
어느 멋진 순간	2006-11-16	1206230500	193013	130	7649	미국	미국	이십세기폭스코리아(주)
어느 비행사에 대한 추억	2013-05-16	7564000	1056	13	147	일본	일본	에이원엔터테인먼트
어느 예술가의 마지막 일주일	2013-06-20	94503000	13480	18	642	프랑스	프랑스,독일,벨기에	프리비젼엔터테인먼트
어느날 그 길에서	2008-03-27	21835500	3383	4	205	한국	한국	(주)영화사 진진
어둠 속의 빛	2013-04-11	5186000	800	7	121	폴란드	폴란드,독일	(주)씨타마운틴픽쳐스
어둠의 아이들	2010-03-25	40450000	6374	5	455	일본	일본	㈜씨에이엔
어디로 갈까요?	2013-05-16	2451000	450	4	192	한국	한국	(주)씨타마운틴픽쳐스
어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장	2004-03-12	1158210500	181510	28	3570	한국	한국	(주)시네마서비스
어떤 개인 날	2009-03-12	3620000	578	2	49	한국	한국	씨제이엔터테인먼트(주)
어떤 나라	2005-08-26	36158000	5539	3	196	영국	영국	(주)동숭아트센터
어떤 만남	2014-07-31	211674300	27302	39	890	프랑스	프랑스	(주)티캐스트콘텐츠허브
어떤 방문	2009-11-12	14621600	2056	8	333	한국	한국	KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
어떤 시선	2013-10-24	203801800	31014	45	1387	한국	한국	(주)영화사 진진
어떤 시선	2013-10-24	3604000	459	3	19	한국	한국	(주)영화사 진진
어떤 여인의 고백	2013-10-03	17003500	2477	11	269	프랑스	프랑스,아프카니스탄	찬란
어레스트 미	2014-07-17	3407000	487	1	7	프랑스	프랑스	(주)스튜디오후크
어린 신부	2004-04-02	6240174500	991674	70	12895	한국	한국	코리아픽쳐스(주)
어린 왕자	2008-01-17	493278500	83354	181	7784	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
어머니	2012-04-05	27748400	4207	19	468	한국	한국	㈜인디스토리
어머니는 죽지 않는다	2007-09-12	704481000	128059	122	2888	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
어메이징 그레이스	2008-03-20	319696000	50745	50	3151	미국	미국,영국	이십세기폭스코리아(주)
어메이징 뮤턴트	2014-09-03	4771000	1011	21	31	홍콩	홍콩	(유)조이앤컨텐츠그룹
어메이징 스파이더맨	2012-06-28	41163951235	4853123	1118	92755	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
어메이징 스파이더맨 2	2014-04-23	34844174800	4164946	1312	91694	미국	미국	소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
어바웃 러브	2005-04-21	2071989000	318355	121	11232	영국	영국	(주)튜브엔터테인먼트
어바웃 체리	2014-06-26	21715500	4611	18	88	미국	미국	와이드 릴리즈(주)
어바웃 타임	2013-12-05	20908973000	2856065	568	49967	영국	영국	유니버설픽쳐스인터내셔널 코리아(유)
어바웃 타임	2013-12-05	4075617500	536449	282	12315	영국	영국	유니버설픽쳐스인터내셔널 코리아(유)
